Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
28,1,2015-12-18,7873,MEM,A,DAL,L (-9),0,3:28,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1.4,+6
33,2,2015-12-27,7882,MEM,H,LAL,W (+16),0,5:49,1,3,.333,0,0,,0,0,,0,0,0,0,0,0,0,2,2,-0.5,-6
56,3,2016-02-24,7941,MEM,H,LAL,W (+9),0,2:56,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-8
59,4,2016-02-29,7946,MEM,A,DEN,W (+7),0,11:39,1,2,.500,0,0,,0,0,,1,3,4,0,0,0,0,1,2,2.2,+3
60,5,2016-03-02,7948,MEM,H,SAC,W (+6),0,10:02,1,1,1.000,0,0,,0,0,,4,4,8,0,0,1,1,0,2,5.4,+7
61,6,2016-03-04,7950,MEM,H,UTA,W (+6),0,3:11,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+3
62,7,2016-03-06,7952,MEM,H,PHO,L (-9),0,6:32,0,2,.000,0,0,,0,0,,0,2,2,0,0,0,1,2,0,-2.6,-1
63,8,2016-03-07,7953,MEM,A,CLE,W (+3),0,18:30,1,4,.250,0,0,,0,0,,2,1,3,2,0,0,2,4,2,-0.9,-8
64,9,2016-03-09,7955,MEM,A,BOS,L (-20),0,23:02,7,10,.700,0,0,,2,3,.667,4,2,6,1,0,1,1,5,16,13.2,+6
65,10,2016-03-11,7957,MEM,H,NOP,W (+7),0,21:16,3,9,.333,0,0,,0,2,.000,0,2,2,2,2,1,0,1,6,4.4,-2
66,11,2016-03-12,7958,MEM,A,ATL,L (-12),0,19:41,3,10,.300,0,0,,4,5,.800,3,1,4,0,1,0,2,2,10,4.4,+4
67,12,2016-03-14,7960,MEM,A,HOU,L (-49),0,29:17,4,12,.333,0,1,.000,9,10,.900,2,6,8,1,0,0,0,3,17,12.5,-18
68,13,2016-03-16,7962,MEM,H,MIN,L (-6),0,23:33,5,9,.556,0,1,.000,2,3,.667,3,5,8,1,0,1,0,1,12,11.9,-2
69,14,2016-03-17,7963,MEM,A,MIL,L (-10),0,18:04,2,7,.286,0,0,,1,2,.500,2,1,3,1,0,0,2,2,5,0.1,-14
70,15,2016-03-19,7965,MEM,H,LAC,W (+11),0,12:12,3,7,.429,0,0,,0,0,,6,1,7,1,0,0,2,5,6,3.5,-14
71,16,2016-03-21,7967,MEM,A,PHO,W (+6),0,4:55,0,1,.000,0,0,,2,2,1.000,0,0,0,0,0,0,0,1,2,0.9,-10
72,17,2016-03-22,7968,MEM,A,LAL,L (-7),0,12:11,2,3,.667,0,0,,2,3,.667,1,1,2,0,2,0,2,3,6,4.1,+5
73,18,2016-03-25,7971,MEM,A,SAS,L (-6),0,15:42,1,1,1.000,0,0,,1,2,.500,1,1,2,2,0,0,0,1,3,4.3,-3
74,19,2016-03-28,7974,MEM,H,SAS,L (-14),0,20:17,3,6,.500,0,0,,1,2,.500,1,4,5,0,0,1,1,3,7,4.0,+4
