Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,1992-11-07,8216,DEN,H,SAS,W (+4),1,51:00,5,18,.278,0,0,,0,0,,5,9,14,5,2,3,4,5,10,7.2,
2,2,1992-11-08,8217,DEN,A,POR,L (-19),1,37:00,5,11,.455,0,0,,4,5,.800,2,4,6,4,2,2,1,3,14,14.5,
3,3,1992-11-10,8219,DEN,H,UTA,L (-9),1,39:00,9,15,.600,1,2,.500,1,1,1.000,0,10,10,1,0,1,2,3,20,14.3,
4,4,1992-11-14,8223,DEN,A,CHI,L (-33),1,25:00,3,9,.333,0,0,,3,4,.750,2,3,5,0,0,1,0,3,9,5.3,
5,5,1992-11-15,8224,DEN,A,MIL,L (-17),1,38:00,8,12,.667,0,0,,3,4,.750,3,2,5,6,1,3,2,1,19,21.0,
6,6,1992-11-17,8226,DEN,A,IND,L (-30),1,34:00,8,16,.500,0,0,,1,4,.250,7,2,9,3,0,0,3,3,17,11.2,
7,7,1992-11-19,8228,DEN,H,DET,W (+12),1,38:00,4,8,.500,0,0,,4,4,1.000,2,8,10,1,2,1,1,3,12,13.0,
8,8,1992-11-21,8230,DEN,H,MIN,W (+13),1,29:00,4,12,.333,0,0,,0,0,,3,5,8,2,2,0,3,6,8,2.8,
9,9,1992-11-22,8231,DEN,A,LAL,L (-12),1,34:00,4,11,.364,0,0,,3,3,1.000,2,5,7,2,0,0,7,3,11,1.0,
10,10,1992-11-25,8234,DEN,H,SAC,W (+15),1,29:00,3,9,.333,0,1,.000,4,5,.800,3,6,9,0,0,1,1,5,10,6.1,
11,11,1992-11-27,8236,DEN,A,LAC,W (+3),1,34:00,7,12,.583,0,0,,2,2,1.000,5,6,11,3,3,1,1,5,16,18.5,
12,12,1992-11-28,8237,DEN,H,LAC,L (-2),1,37:00,8,18,.444,0,0,,11,11,1.000,7,8,15,4,0,2,4,4,27,23.5,
13,13,1992-12-01,8240,DEN,H,HOU,W (+7),1,32:00,6,16,.375,0,0,,3,4,.750,6,5,11,4,0,0,0,5,15,12.3,
14,14,1992-12-04,8243,DEN,H,GSW,W (+3),1,40:00,8,12,.667,0,0,,4,4,1.000,5,6,11,2,1,2,7,4,20,15.3,
15,15,1992-12-05,8244,DEN,A,UTA,L (-30),1,30:00,5,7,.714,0,0,,4,8,.500,0,3,3,0,0,1,2,3,14,7.9,
16,16,1992-12-09,8248,DEN,A,BOS,L (-10),1,35:00,6,10,.600,0,0,,4,6,.667,5,4,9,2,1,1,3,3,16,14.2,
17,17,1992-12-11,8250,DEN,A,ATL,L (-5),1,36:00,4,12,.333,0,0,,0,0,,4,5,9,3,1,0,3,2,8,4.8,
