Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2,1,2010-10-29,8097,GSW,H,LAC,W (+18),0,2:32,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,1.0,0
3,2,2010-10-31,8099,GSW,A,LAL,L (-24),0,16:10,1,5,.200,0,0,,0,0,,0,1,1,3,4,0,0,5,2,3.3,+3
7,3,2010-11-08,8107,GSW,A,TOR,W (+7),0,15:21,0,2,.000,0,1,.000,3,4,.750,0,1,1,3,2,2,1,1,3,5.6,+3
8,4,2010-11-10,8109,GSW,A,NYK,W (+5),0,2:57,0,0,,0,0,,0,0,,0,0,0,1,1,0,1,1,0,0.3,-1
9,5,2010-11-11,8110,GSW,A,CHI,L (-30),0,9:01,0,2,.000,0,0,,0,0,,0,0,0,1,1,0,1,0,0,-0.7,-7
11,6,2010-11-15,8114,GSW,H,DET,W (+4),0,7:13,1,3,.333,0,0,,0,0,,0,1,1,0,1,1,1,1,2,0.9,-7
13,7,2010-11-21,8120,GSW,A,LAL,L (-28),0,17:52,4,9,.444,0,1,.000,5,5,1.000,1,2,3,2,2,0,2,1,13,10.6,+6
14,8,2010-11-22,8121,GSW,H,DEN,L (-17),0,14:04,1,2,.500,0,0,,0,0,,1,0,1,2,1,1,1,0,2,3.8,0
15,9,2010-11-24,8123,GSW,A,HOU,L (-10),0,12:40,4,5,.800,0,0,,0,0,,1,1,2,1,0,0,1,2,8,6.0,-2
16,10,2010-11-26,8125,GSW,A,MEM,L (-5),0,10:36,0,4,.000,0,0,,0,0,,0,1,1,0,2,1,0,1,0,-0.2,-3
18,11,2010-11-30,8129,GSW,H,SAS,L (-20),0,3:34,0,1,.000,0,0,,0,2,.000,0,0,0,0,0,0,1,1,0,-2.9,0
19,12,2010-12-02,8131,GSW,H,PHO,L (-6),0,5:01,0,1,.000,0,0,,0,0,,0,0,0,0,1,0,0,1,0,-0.1,-2
20,13,2010-12-05,8134,GSW,A,OKC,L (-5),0,8:34,0,0,,0,0,,1,2,.500,0,0,0,0,0,1,0,0,1,1.3,-2
22,14,2010-12-08,8137,GSW,A,SAS,L (-17),0,4:55,0,0,,0,0,,0,0,,0,1,1,0,1,0,1,0,0,0.3,-7
23,15,2010-12-10,8139,GSW,H,MIA,L (-22),0,3:20,0,1,.000,0,0,,0,0,,1,0,1,2,1,0,0,0,0,2.4,+4
24,16,2010-12-13,8142,GSW,A,UTA,L (-13),0,1:21,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+1
27,17,2010-12-20,8149,GSW,H,HOU,L (-9),0,10:12,1,3,.333,0,0,,0,0,,1,0,1,1,1,1,1,1,2,2.0,+5
51,18,2011-02-09,8200,GSW,H,DEN,W (+2),0,4:15,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,-2
52,19,2011-02-10,8201,GSW,A,PHO,L (-24),0,17:45,1,5,.200,0,0,,0,1,.000,0,3,3,2,1,0,0,0,2,1.8,0
54,20,2011-02-15,8206,GSW,H,NOH,W (+13),0,9:00,2,3,.667,0,0,,0,0,,1,2,3,3,0,0,2,1,4,3.7,0
