Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2015-10-28,7940,HOU,H,DEN,L (-20),0,15:50,4,4,1.000,0,0,,0,0,,1,2,3,1,0,0,0,4,8,7.2,+2
2,2,2015-10-30,7942,HOU,H,GSW,L (-20),0,21:10,7,9,.778,0,0,,3,5,.600,1,2,3,0,0,1,0,1,17,14.3,-11
3,3,2015-11-01,7944,HOU,A,MIA,L (-20),0,22:16,3,4,.750,0,0,,1,2,.500,2,3,5,0,0,1,1,2,7,6.2,-18
4,4,2015-11-02,7945,HOU,H,OKC,W (+5),0,2:39,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,1,0,0.6,-4
5,5,2015-11-04,7947,HOU,H,ORL,W (+5),0,2:58,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-6
6,6,2015-11-06,7949,HOU,A,SAC,W (+6),0,6:36,1,4,.250,0,0,,1,2,.500,2,0,2,0,0,0,2,1,3,-0.8,-10
7,7,2015-11-07,7950,HOU,A,LAC,W (+4),0,4:10,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,+1
9,8,2015-11-13,7956,HOU,A,DEN,L (-9),1,12:51,1,1,1.000,0,0,,3,4,.750,1,1,2,0,0,0,1,3,5,3.1,-1
10,9,2015-11-14,7957,HOU,H,DAL,L (-12),0,11:03,2,3,.667,0,0,,1,2,.500,2,2,4,1,1,1,0,1,5,7.3,+3
11,10,2015-11-16,7959,HOU,H,BOS,L (-16),0,11:56,2,3,.667,0,0,,0,0,,0,2,2,0,0,0,2,1,4,0.9,0
12,11,2015-11-18,7961,HOU,H,POR,W (+5),0,6:28,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,1,0,0.6,-3
13,12,2015-11-20,7963,HOU,A,MEM,L (-12),0,5:06,0,0,,0,0,,0,2,.000,0,1,1,0,0,0,2,1,0,-2.9,-2
14,13,2015-11-21,7964,HOU,H,NYK,L (-5),0,11:00,1,2,.500,0,0,,1,2,.500,1,0,1,0,0,2,0,2,3,2.9,-14
18,14,2015-11-30,7973,HOU,A,DET,L (-11),0,7:50,2,2,1.000,0,0,,0,0,,0,2,2,0,0,0,0,3,4,2.8,+4
20,15,2015-12-04,7977,HOU,A,DAL,W (+4),0,12:39,0,4,.000,0,0,,0,0,,2,1,3,1,1,0,0,2,0,-0.2,-14
26,16,2015-12-15,7988,HOU,A,SAC,L (-10),0,1:29,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+3
27,17,2015-12-17,7990,HOU,A,LAL,W (+20),0,2:25,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,+3
35,18,2016-01-02,8006,HOU,A,SAS,L (-18),0,5:18,1,2,.500,0,0,,0,2,.000,0,1,1,0,0,0,0,0,2,0.5,+4
36,19,2016-01-04,8008,HOU,A,UTA,W (+2),0,16:59,1,2,.500,0,0,,0,0,,1,1,2,1,0,0,0,2,2,1.9,+8
37,20,2016-01-07,8011,HOU,H,UTA,W (+9),0,27:06,1,1,1.000,0,0,,3,4,.750,0,1,1,1,1,1,3,4,5,2.4,+3
39,21,2016-01-12,8016,HOU,A,MEM,W (+16),0,1:34,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+3
41,22,2016-01-15,8019,HOU,H,CLE,L (-14),0,9:12,2,3,.667,0,0,,3,4,.750,0,1,1,1,0,0,0,0,7,6.3,+7
42,23,2016-01-17,8021,HOU,A,LAL,W (+17),0,24:46,5,7,.714,0,0,,0,2,.000,2,6,8,1,0,0,0,4,10,8.6,+13
43,24,2016-01-18,8022,HOU,A,LAC,L (-8),0,4:47,0,0,,0,0,,2,2,1.000,0,0,0,0,0,0,0,0,2,2.0,+6
44,25,2016-01-20,8024,HOU,H,DET,L (-9),0,9:10,1,1,1.000,0,0,,1,2,.500,0,0,0,1,1,0,0,5,3,2.0,+4
53,26,2016-02-06,8041,HOU,H,POR,L (-17),0,15:02,2,4,.500,0,0,,1,2,.500,3,2,5,1,0,0,2,2,5,3.2,+8
54,27,2016-02-09,8044,HOU,A,GSW,L (-13),0,1:14,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-5
55,28,2016-02-10,8045,HOU,A,POR,L (-13),0,5:39,1,1,1.000,0,0,,0,1,.000,0,1,1,0,1,1,0,0,2,3.3,+8
56,29,2016-02-19,8054,HOU,A,PHO,W (+16),0,10:56,4,6,.667,0,0,,2,4,.500,1,1,2,0,1,0,0,1,10,8.2,-1
58,30,2016-02-25,8060,HOU,A,POR,W (+14),0,15:48,2,2,1.000,0,0,,0,0,,2,2,4,2,1,0,3,2,4,4.0,+11
59,31,2016-02-27,8062,HOU,H,SAS,L (-10),0,1:27,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,+7
62,32,2016-03-05,8069,HOU,A,CHI,L (-8),0,12:40,1,2,.500,0,0,,1,2,.500,1,1,2,0,0,0,1,0,3,1.6,+1
63,33,2016-03-06,8070,HOU,A,TOR,W (+6),0,4:07,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,0,1,0,-0.4,-3
64,34,2016-03-09,8073,HOU,A,PHI,W (+14),0,7:21,1,1,1.000,0,0,,0,0,,0,1,1,0,1,0,0,1,2,2.6,+1
66,35,2016-03-12,8076,HOU,A,CHO,L (-16),0,12:21,2,3,.667,0,0,,1,2,.500,0,1,1,1,0,0,0,1,5,3.9,+15
67,36,2016-03-14,8078,HOU,H,MEM,W (+49),0,12:00,4,5,.800,0,1,.000,0,0,,0,2,2,2,1,2,0,1,8,10.1,+8
68,37,2016-03-16,8080,HOU,H,LAC,L (-16),0,13:57,4,7,.571,0,0,,0,0,,2,1,3,1,0,1,0,0,8,7.8,+4
70,38,2016-03-19,8083,HOU,A,ATL,L (-12),0,1:33,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,-1
82,39,2016-04-13,8108,HOU,H,SAC,W (+35),0,7:15,2,5,.400,0,0,,0,0,,0,1,1,0,0,1,0,1,4,1.9,+3
2,1,2016-10-28,8306,HOU,A,DAL,W (+8),0,3:44,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,1,2,1.6,-10
5,2,2016-11-02,8311,HOU,A,NYK,W (+19),0,26:56,8,11,.727,0,0,,1,2,.500,5,5,10,0,1,3,4,2,17,15.4,+13
6,3,2016-11-05,8314,HOU,A,ATL,L (-15),0,15:11,2,2,1.000,0,0,,0,0,,2,1,3,2,0,1,2,3,4,4.0,-1
8,4,2016-11-09,8318,HOU,A,SAS,W (+2),0,4:58,1,1,1.000,0,0,,1,1,1.000,1,0,1,1,0,0,0,1,3,3.7,0
10,5,2016-11-14,8323,HOU,H,PHI,W (+27),0,6:15,1,3,.333,0,0,,0,1,.000,0,1,1,1,1,0,1,0,2,0.9,+1
12,6,2016-11-17,8326,HOU,H,POR,W (+17),0,21:12,4,13,.308,0,0,,1,1,1.000,4,5,9,3,0,0,2,2,9,5.1,+2
15,7,2016-11-23,8332,HOU,H,TOR,L (-13),0,11:54,3,3,1.000,0,0,,0,0,,0,3,3,0,0,0,2,3,6,2.8,-6
16,8,2016-11-25,8334,HOU,A,SAC,W (+13),0,2:58,1,1,1.000,0,0,,0,2,.000,0,0,0,0,0,0,1,0,2,-0.1,-3
