Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2,1,2008-10-31,7553,SAC,A,MIA,L (-26),0,9:55,0,2,.000,0,2,.000,0,0,,0,0,0,1,1,0,1,2,0,-1.5,+7
6,2,2008-11-07,7560,SAC,H,MIN,W (+12),0,1:33,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,2,1.3,-1
7,3,2008-11-09,7562,SAC,H,GSW,W (+17),0,6:46,0,0,,0,0,,2,2,1.000,1,0,1,0,0,0,1,0,2,1.7,-2
9,4,2008-11-12,7565,SAC,A,LAC,W (+5),0,8:01,2,2,1.000,1,1,1.000,0,0,,0,2,2,0,0,0,2,2,5,2.2,+3
10,5,2008-11-14,7567,SAC,H,PHO,L (-2),0,2:11,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-2
12,6,2008-11-18,7571,SAC,A,MEM,L (-15),0,12:59,2,6,.333,0,1,.000,0,0,,0,1,1,1,0,0,1,0,4,0.6,+4
13,7,2008-11-19,7572,SAC,A,NOH,W (+9),1,34:30,5,9,.556,3,4,.750,2,2,1.000,0,2,2,1,0,0,0,1,15,11.6,-1
14,8,2008-11-21,7574,SAC,H,POR,L (-21),1,30:02,3,10,.300,0,4,.000,2,2,1.000,0,2,2,1,1,0,2,0,8,2.5,-7
15,9,2008-11-23,7576,SAC,A,LAL,L (-10),0,22:44,2,7,.286,0,3,.000,0,0,,1,4,5,0,1,0,0,2,4,2.0,+9
16,10,2008-11-24,7577,SAC,A,POR,L (-1),0,6:40,0,2,.000,0,1,.000,1,2,.500,1,1,2,0,0,1,0,2,1,0.1,-4
17,11,2008-11-26,7579,SAC,H,NJN,L (-2),0,16:32,2,3,.667,1,1,1.000,1,2,.500,1,2,3,0,0,0,1,2,6,3.8,-8
18,12,2008-11-28,7581,SAC,A,UTA,L (-26),1,29:51,0,4,.000,0,2,.000,0,0,,1,5,6,2,1,0,1,5,0,-1.2,-18
19,13,2008-11-29,7582,SAC,H,DAL,L (-23),1,20:35,3,12,.250,0,3,.000,3,3,1.000,1,5,6,0,0,1,0,4,9,3.1,-8
20,14,2008-12-02,7585,SAC,H,UTA,L (-5),0,3:06,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-2.4,-9
21,15,2008-12-06,7589,SAC,H,DEN,L (-33),0,13:36,2,7,.286,0,2,.000,0,0,,2,1,3,1,0,0,0,0,4,2.3,-6
22,16,2008-12-09,7592,SAC,H,LAL,W (+12),0,11:39,3,5,.600,1,2,.500,0,0,,0,2,2,1,0,0,1,0,7,5.0,+3
23,17,2008-12-12,7595,SAC,A,LAL,L (-9),0,6:39,1,2,.500,0,1,.000,0,0,,0,2,2,0,0,0,0,0,2,1.6,-1
24,18,2008-12-13,7596,SAC,H,NYK,L (-24),0,21:06,3,6,.500,0,1,.000,1,2,.500,0,2,2,1,0,0,1,0,7,3.9,-11
25,19,2008-12-15,7598,SAC,H,MIN,W (+15),0,18:25,4,5,.800,3,3,1.000,2,2,1.000,0,1,1,0,1,1,0,4,13,11.5,0
26,20,2008-12-16,7599,SAC,A,POR,L (-32),0,14:15,0,1,.000,0,1,.000,2,2,1.000,1,2,3,1,0,0,0,2,2,2.5,-6
27,21,2008-12-19,7602,SAC,A,HOU,L (-11),0,5:34,1,3,.333,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,1.3,-5
28,22,2008-12-20,7603,SAC,A,NOH,L (-9),0,18:31,3,5,.600,1,1,1.000,0,0,,0,0,0,0,0,0,1,2,7,2.9,+4
29,23,2008-12-22,7605,SAC,A,SAS,L (-16),0,7:38,0,1,.000,0,1,.000,0,0,,0,0,0,1,1,1,0,0,0,1.7,-1
31,24,2008-12-28,7611,SAC,H,BOS,L (-45),0,16:33,3,8,.375,1,3,.333,0,0,,0,1,1,0,0,0,3,2,7,-0.9,-9
42,25,2009-01-20,7634,SAC,A,DEN,L (-19),0,8:31,1,5,.200,0,4,.000,0,0,,0,0,0,0,0,0,0,1,2,-1.5,+7
