,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
0,1,1,2018-01-06,23-210,LAC,,GSW,L (-16),0,31:28,4,12,0.333,1,1,1.0,4,4,1.0,0,3,3,2,3,0,1,3,13,9.3,-4
1,2,2,2018-01-08,23-212,LAC,,ATL,W (+1),0,19:07,3,7,0.429,0,1,0.0,5,7,0.714,0,2,2,1,0,2,1,2,11,7.4,-7
2,3,3,2018-01-10,23-214,LAC,@,GSW,W (+19),0,34:16,7,11,0.636,1,1,1.0,7,9,0.778,1,5,6,4,2,0,0,3,22,22.1,20
3,4,4,2018-01-11,23-215,LAC,@,SAC,W (+6),1,36:37,3,7,0.429,1,3,0.333,1,2,0.5,0,3,3,2,2,1,2,4,8,5.3,0
4,5,5,2018-01-13,23-217,LAC,,SAC,W (+21),1,32:03,5,8,0.625,0,1,0.0,2,2,1.0,0,3,3,1,0,1,2,4,12,7.1,23
5,6,6,2018-01-15,23-219,LAC,,HOU,W (+11),1,33:10,5,7,0.714,1,2,0.5,1,2,0.5,0,2,2,2,3,1,1,3,12,12.2,16
6,7,7,2018-01-17,23-221,LAC,,DEN,W (+5),1,31:38,4,10,0.4,1,3,0.333,0,0,,2,5,7,1,0,1,2,1,9,5.5,-7
7,8,8,2018-01-20,23-224,LAC,@,UTA,L (-12),1,39:24,3,7,0.429,1,3,0.333,5,6,0.833,1,3,4,1,0,1,2,4,12,7.3,-11
8,9,9,2018-01-22,23-226,LAC,,MIN,L (-8),1,31:44,3,5,0.6,0,0,,1,3,0.333,0,4,4,5,0,0,1,5,7,5.6,-1
9,10,10,2018-01-24,23-228,LAC,,BOS,L (-11),1,33:51,6,11,0.545,1,1,1.0,0,2,0.0,0,2,2,1,1,0,1,2,13,7.4,-12
10,11,11,2018-01-26,23-230,LAC,@,MEM,W (+9),1,32:32,2,10,0.2,0,1,0.0,0,0,,2,2,4,3,0,0,1,4,4,-0.7,10
11,12,12,2018-01-28,23-232,LAC,@,NOP,W (+9),1,32:24,6,12,0.5,0,2,0.0,7,7,1.0,3,3,6,6,1,0,3,3,19,17.0,22
12,13,13,2018-01-30,23-234,LAC,,POR,L (-8),1,36:30,7,13,0.538,0,1,0.0,1,2,0.5,0,0,0,3,1,0,3,2,15,7.6,-9
13,14,14,2018-02-03,23-238,LAC,,CHI,W (+10),0,24:49,1,4,0.25,0,0,,6,6,1.0,1,5,6,4,0,0,2,3,8,7.4,-7
14,15,15,2018-02-05,23-240,LAC,,DAL,W (+3),0,13:40,2,5,0.4,0,0,,0,0,,0,1,1,2,1,0,2,4,4,0.4,0
15,16,16,2018-02-09,23-244,LAC,@,DET,W (+13),0,16:02,0,3,0.0,0,1,0.0,0,0,,1,3,4,2,0,1,0,0,0,1.6,6
16,17,17,2018-02-10,23-245,LAC,@,PHI,L (-14),0,14:31,1,4,0.25,0,0,,2,2,1.0,0,1,1,1,1,0,0,0,4,3.6,-3
17,18,18,2018-02-12,23-247,LAC,@,BRK,W (+13),0,0:12,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-1
18,20,19,2018-02-22,23-257,LAC,@,GSW,L (-7),0,19:03,3,8,0.375,0,2,0.0,2,2,1.0,1,2,3,3,2,0,0,3,8,7.8,-8
19,21,20,2018-02-23,23-258,LAC,@,PHO,W (+11),1,36:39,6,13,0.462,1,2,0.5,2,4,0.5,2,6,8,4,0,1,1,5,15,11.2,9
20,22,21,2018-02-27,23-262,LAC,@,DEN,W (+2),1,31:04,6,10,0.6,0,1,0.0,4,4,1.0,0,2,2,5,1,0,0,3,16,15.3,7
21,37,22,2018-03-27,23-290,LAC,,MIL,W (+7),0,13:02,1,6,0.167,0,0,,0,0,,2,4,6,1,0,1,2,3,2,-1.0,-3
22,38,23,2018-03-28,23-291,LAC,@,PHO,W (+12),1,34:18,5,13,0.385,0,1,0.0,2,2,1.0,0,7,7,1,3,1,3,2,12,7.6,4
23,39,24,2018-03-30,23-293,LAC,@,POR,L (-9),1,35:24,4,9,0.444,1,2,0.5,3,4,0.75,0,5,5,1,1,0,1,1,12,8.7,-5
24,40,25,2018-04-01,23-295,LAC,,IND,L (-7),1,36:45,4,7,0.571,1,2,0.5,0,0,,1,3,4,2,1,1,3,4,9,5.8,4
25,41,26,2018-04-03,23-297,LAC,,SAS,W (+3),1,31:29,2,9,0.222,0,2,0.0,0,0,,0,2,2,2,1,1,2,3,4,-1.0,-4
26,42,27,2018-04-05,23-299,LAC,@,UTA,L (-22),1,26:24,3,4,0.75,0,1,0.0,2,2,1.0,0,2,2,2,0,0,2,4,8,4.8,-16
27,43,28,2018-04-07,23-301,LAC,,DEN,L (-19),1,28:13,7,11,0.636,0,2,0.0,4,6,0.667,2,0,2,1,2,0,1,1,18,15.0,-13
28,44,29,2018-04-09,23-303,LAC,,NOP,L (-13),1,36:48,5,15,0.333,0,2,0.0,0,0,,2,2,4,4,0,0,3,3,10,2.1,-19
29,45,30,2018-04-11,23-305,LAC,,LAL,L (-15),0,28:06,2,6,0.333,0,2,0.0,0,0,,0,2,2,4,1,0,4,4,4,-0.6,-15
30,4,1,2018-10-23,24-135,LAC,@,NOP,L (-7),0,0:28,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
